,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
383,sorong,55,ID,1587150942,87,-0.88,131.25,77.31,0.51
384,labuan,75,MY,1587151001,100,5.28,115.24,80.6,1.36
385,beringovskiy,100,RU,1587151001,95,63.05,179.32,16.79,18.88
386,pokosnoye,96,RU,1587151001,63,55.53,101.05,38.89,7.38
387,toamasina,75,MG,1587151001,94,-18.17,49.38,75.2,2.24
388,port hedland,98,AU,1587150810,100,-20.32,118.57,77.0,6.93
389,atar,85,MR,1587151001,15,20.52,-13.05,91.72,11.14
390,hambantota,20,LK,1587151001,100,6.12,81.12,78.8,2.24
391,garowe,63,SO,1587151002,56,8.41,48.48,81.72,16.87
392,decatur,90,US,1587150851,81,39.84,-88.95,44.01,12.75
393,mehamn,100,NO,1587150793,87,71.04,27.85,35.08,18.72
394,port lincoln,40,AU,1587151002,69,-34.73,135.87,59.67,5.84
395,gigmoto,26,PH,1587151002,81,13.78,124.39,81.61,15.12
396,mosquera,75,CO,1587150872,59,4.71,-74.23,62.6,12.75
397,saumur,30,FR,1587151002,55,47.33,-0.25,64.4,4.7
398,diamantino,56,BR,1587151003,66,-14.41,-56.45,80.78,8.03
399,sobolevo,88,RU,1587151003,72,54.43,31.9,37.06,9.93
400,jacareacanga,75,BR,1587151003,74,-6.22,-57.75,84.2,4.7
401,lorengau,100,PG,1587150724,74,-2.02,147.27,81.75,3.0
402,price,1,US,1587151003,24,39.6,-110.81,42.8,4.7
403,sao joao da barra,75,BR,1587150749,69,-21.64,-41.05,78.8,13.87
404,polyarnyye zori,80,RU,1587150920,93,67.37,32.5,31.08,8.46
405,okhotsk,3,RU,1587150850,85,59.38,143.3,12.24,6.17
406,pamanukan,58,ID,1587151004,76,-6.28,107.81,81.05,3.29
407,iguape,13,BR,1587151004,53,-24.71,-47.56,75.0,6.93
408,gamboma,95,CG,1587151004,70,-1.88,15.86,79.38,1.23
409,zhuhai,20,CN,1587151004,100,22.28,113.57,73.4,4.7
410,qaracala,0,AZ,1587151004,77,39.81,48.95,52.84,8.93
411,tukrah,0,LY,1587151004,74,32.53,20.58,59.09,9.66
412,lufkin,75,US,1587151005,69,31.34,-94.73,75.2,5.82
413,ishigaki,6,JP,1587151005,83,24.34,124.16,74.19,14.83
414,mbandaka,76,CD,1587151005,81,0.05,18.26,76.51,2.33
415,bandipur,51,NP,1587151005,58,27.93,84.42,62.98,2.77
416,changping,7,CN,1587151005,70,40.22,116.22,66.0,4.47
417,skjervoy,75,NO,1587151006,86,70.03,20.97,37.4,23.04
418,tokur,67,RU,1587151006,85,53.13,132.9,26.55,1.01
419,kaitangata,100,NZ,1587150754,85,-46.28,169.85,52.0,23.0
420,tiksi,100,RU,1587151006,86,71.69,128.87,-1.97,3.71
421,shitanjing,100,CN,1587151006,10,39.23,106.34,55.99,5.99
422,flers,17,FR,1587151006,100,48.74,-0.57,53.6,4.7
423,majene,89,ID,1587151007,83,-3.54,118.97,78.37,3.44
424,abu kamal,84,SY,1587151007,26,34.45,40.92,75.07,2.66
425,izhma,93,RU,1587151007,88,65.01,53.91,35.53,7.76
426,pasni,0,PK,1587151007,70,25.26,63.47,79.66,9.06
427,encruzilhada do sul,30,BR,1587151008,45,-30.54,-52.52,71.62,5.46
428,pak phanang,78,TH,1587151008,84,8.35,100.2,80.71,3.98
429,itarema,98,BR,1587151008,81,-2.92,-39.92,82.51,6.08
430,nantucket,1,US,1587151008,42,41.28,-70.1,46.99,24.16
431,igarka,100,RU,1587150837,94,67.47,86.58,33.49,8.95
432,kjollefjord,100,NO,1587151008,85,70.95,27.35,35.55,17.74
433,pisco,54,PE,1587151008,61,-13.7,-76.22,78.8,9.17
434,sillamae,87,EE,1587151009,78,59.4,27.75,37.63,18.63
435,maceio,75,BR,1587150858,66,-9.67,-35.74,86.0,10.29
436,mogadishu,61,SO,1587151009,73,2.04,45.34,84.97,11.03
437,touros,40,BR,1587150869,74,-5.2,-35.46,84.2,9.17
438,karaton,20,ID,1587150947,83,-6.34,106.1,77.0,5.82
439,harbour breton,16,CA,1587151009,86,47.48,-55.8,32.23,13.2
440,aykhal,17,RU,1587151009,59,66.0,111.5,3.2,4.47
441,kitimat,75,CA,1587151009,66,54.05,-128.65,53.6,3.36
442,sovetskiy,93,RU,1587151009,89,61.36,63.58,36.07,8.55
443,troitskoye,0,RU,1587151009,75,52.98,84.68,43.07,6.76
444,rundu,38,NA,1587151010,47,-17.93,19.77,80.6,3.36
445,khulo,56,GE,1587151010,93,41.64,42.31,48.2,4.7
446,mao,40,ES,1587151010,87,39.89,4.27,60.8,13.87
447,lamu,72,KE,1587151010,79,-2.27,40.9,83.1,7.58
448,monte santo,78,BR,1587151010,49,-10.44,-39.33,85.87,6.17
449,alofi,23,NU,1587150794,94,-19.06,-169.92,73.4,2.24
450,burgeo,20,CA,1587151011,87,47.62,-57.62,32.59,17.81
451,sungurlu,13,TR,1587151012,33,40.17,34.37,54.41,2.73
452,anloga,40,GH,1587151013,88,5.79,0.9,80.6,6.93
453,kavaratti,0,IN,1587150783,68,10.57,72.64,84.97,7.43
454,tual,18,ID,1587151013,78,-5.67,132.75,83.5,8.14
455,san andres,20,CO,1587151013,62,12.58,-81.7,87.8,12.75
456,juegang,64,CN,1587151014,69,32.32,121.19,57.99,12.15
457,bosaso,63,SO,1587151014,71,11.28,49.18,84.33,6.8
458,siilinjarvi,90,FI,1587151014,87,63.08,27.67,35.6,16.11
459,kailua,1,US,1587151014,54,21.4,-157.74,80.6,6.93
460,jibuti,20,DJ,1587151014,74,11.5,42.5,86.0,4.7
461,morrope,0,PE,1587151014,54,-6.54,-80.01,82.4,21.92
462,hovd,90,MN,1587151015,44,48.01,91.64,41.65,2.64
463,konza,75,KE,1587151015,88,-1.74,37.13,68.0,8.05
464,rabo de peixe,20,PT,1587151015,72,37.8,-25.58,62.6,6.93
465,reconquista,0,AR,1587150825,24,-29.15,-59.65,78.06,4.54
466,cockburn town,1,TC,1587151015,73,21.46,-71.14,79.12,15.93
467,new london,1,US,1587151015,45,41.36,-72.1,48.99,19.46
468,vestmanna,72,FO,1587151015,65,62.16,-7.17,44.6,2.24
469,asyut,0,EG,1587151016,49,27.18,31.18,71.6,13.87
470,cap malheureux,40,MU,1587150739,78,-19.98,57.61,77.0,11.41
471,verkhnevilyuysk,22,RU,1587151016,92,63.45,120.32,3.38,5.17
472,bathsheba,40,BB,1587151016,58,13.22,-59.52,86.0,18.34
473,carndonagh,20,IE,1587151016,62,55.25,-7.27,53.6,9.17
474,yerbogachen,58,RU,1587151017,91,61.28,108.01,16.02,9.15
475,obidos,87,BR,1587151017,66,-1.92,-55.52,85.23,3.18
476,sonipat,75,IN,1587151017,42,28.98,77.02,82.4,5.82
477,aksarka,100,RU,1587151017,98,66.56,67.8,36.73,17.94
478,bereda,47,ES,1587151017,80,43.27,-7.54,57.0,5.99
479,ilulissat,75,GL,1587151017,63,69.22,-51.1,30.2,9.17
480,nagato,87,JP,1587151017,85,34.38,131.2,57.99,5.01
481,usevya,48,TZ,1587151018,68,-7.1,31.23,69.67,3.06
482,joao pinheiro,48,BR,1587151018,62,-17.74,-46.17,78.08,3.67
483,huilong,70,CN,1587150983,70,31.81,121.66,57.47,9.64
484,nelson bay,88,AU,1587151018,67,-32.72,152.15,57.2,6.93
485,marzuq,85,YE,1587151018,45,14.4,46.47,76.82,8.03
486,kisii,75,KE,1587151018,88,-0.68,34.77,71.6,3.29
487,abilene,90,US,1587150903,61,32.45,-99.73,48.2,11.41
488,kaduna,0,NG,1587150739,9,10.52,7.44,91.44,4.23
489,passau,48,DE,1587151019,56,48.57,13.45,55.0,2.62
490,gimbi,31,ET,1587151019,22,9.17,35.83,69.12,3.44
491,nuuk,20,GL,1587151019,91,64.18,-51.72,32.0,10.29
492,russell,20,US,1587151019,36,32.35,-85.2,77.0,6.93
493,sampit,97,ID,1587151019,96,-2.53,112.95,75.36,1.23
494,seybaplaya,20,MX,1587151019,27,19.65,-90.67,100.4,18.34
495,hanmer springs,53,NZ,1587151020,71,-42.52,172.82,49.32,4.85
496,kijang,75,KR,1587151020,93,35.24,129.21,50.0,2.24
497,ipixuna,75,BR,1587151020,88,-1.76,-48.8,78.8,6.93
498,tura,58,IN,1587151022,82,25.52,90.22,70.14,4.23
499,dwarka,0,IN,1587151022,75,22.24,68.97,80.8,13.87
500,ilinskiy,56,RU,1587151022,77,55.62,38.12,41.0,4.47
501,altay,11,CN,1587151023,37,47.87,88.12,45.01,5.1
502,eirunepe,52,BR,1587151023,52,-6.66,-69.87,87.66,4.29
503,kashira,75,RU,1587151023,80,54.84,38.17,39.99,6.71
504,parana,0,AR,1587151012,28,-31.73,-60.52,82.0,1.99
505,barabai,67,ID,1587150784,93,-2.58,115.38,75.88,1.61
506,buala,96,SB,1587151024,81,-8.14,159.59,79.52,4.45
507,dicabisagan,72,PH,1587151024,82,17.08,122.42,78.24,5.41
508,aswan,25,EG,1587151024,20,24.09,32.91,77.32,14.63
509,melfi,5,IT,1587151024,93,41.0,15.65,53.6,3.36
510,chara,73,RU,1587151024,79,56.91,118.26,15.26,3.13
511,timizart,100,DZ,1587151024,57,36.8,4.27,69.19,14.34
512,great yarmouth,3,GB,1587151025,86,52.61,1.73,46.0,10.0
513,paramonga,37,PE,1587151025,64,-10.67,-77.83,77.0,12.08
514,ayios nikolaos,75,GR,1587151025,81,38.42,23.65,60.01,3.69
515,bukoba,20,TZ,1587151025,88,-1.33,31.81,71.6,7.47
516,sibolga,99,ID,1587150968,79,1.74,98.78,77.56,2.8
517,damghan,100,IR,1587151025,32,36.17,54.35,59.07,2.48
518,salalah,20,OM,1587151025,74,17.02,54.09,82.4,5.82
519,ballitoville,75,ZA,1587151025,88,-29.54,31.21,68.0,4.7
520,faro,20,PT,1587150918,77,37.02,-7.93,64.4,8.05
521,merrill,90,US,1587150913,38,45.18,-89.68,44.6,8.05
522,jalu,0,LY,1587151026,22,29.03,21.55,71.89,7.07
523,santiago del estero,0,AR,1587151026,32,-27.8,-64.26,81.57,10.47
524,lubao,75,PH,1587151027,78,14.92,120.55,82.4,4.7
525,rio gallegos,0,AR,1587151027,36,-51.62,-69.22,60.8,20.8
526,shimanovsk,0,RU,1587151027,72,52.0,127.7,33.17,12.24
527,uchiza,99,PE,1587151027,67,-8.46,-76.46,71.33,0.89
528,plouzane,75,FR,1587151027,77,48.38,-4.62,59.0,9.17
529,fushan,0,CN,1587151027,88,37.5,121.26,47.39,11.95
530,karratha,85,AU,1587150868,59,-20.74,116.85,83.39,12.88
531,beboto,47,TD,1587151028,19,8.27,16.94,95.14,1.25
532,gizo,100,SB,1587151028,78,-8.1,156.84,79.63,4.03
533,ingham,90,US,1587151028,86,42.6,-84.38,36.0,5.82
534,mamlyutka,100,KZ,1587151028,38,54.94,68.54,55.56,17.78
535,tessalit,38,ML,1587151028,11,20.2,1.01,95.41,6.87
536,huarmey,17,PE,1587151028,53,-10.07,-78.15,82.42,10.85
537,tuy hoa,62,VN,1587151028,86,13.08,109.3,78.13,4.9
538,xixiang,43,CN,1587151028,99,35.16,112.86,62.01,6.69
539,winneba,20,GH,1587151007,83,5.35,-0.62,84.2,12.75
540,marystown,65,CA,1587151029,79,47.17,-55.15,34.32,9.89
541,burnie,61,AU,1587151029,7,-41.07,145.92,52.0,10.0
542,gwanda,36,ZW,1587151029,64,-20.93,29.0,68.14,8.9
543,blythe,1,US,1587151029,16,33.61,-114.6,80.01,12.75
544,mikuni,90,JP,1587151029,71,36.22,136.15,57.2,4.7
545,zapolyarnyy,90,RU,1587151030,92,69.42,30.81,33.8,28.86
546,codajas,45,BR,1587151030,82,-3.84,-62.06,83.57,2.62
547,praia,20,CV,1587150889,53,14.92,-23.51,75.2,21.92
548,peace river,90,CA,1587151030,70,56.25,-117.29,50.0,8.05
549,mount isa,16,AU,1587151030,35,-20.73,139.5,73.4,4.7
550,juba,68,SS,1587151030,49,4.85,31.58,83.25,2.28
551,aguas vermelhas,83,BR,1587151031,59,-15.75,-41.46,78.39,3.29
552,vadso,75,NO,1587151031,94,70.07,29.75,35.6,20.8
553,mayo,90,US,1587151031,53,38.89,-76.51,55.99,20.8
554,kholmogory,90,RU,1587151031,96,64.22,41.66,33.8,2.24
555,saurimo,82,AO,1587151031,66,-9.66,20.39,69.6,3.22
556,barinas,96,VE,1587151031,36,8.62,-70.21,91.4,1.81
557,zaysan,0,KZ,1587151032,44,47.47,84.87,47.32,1.23
558,montepuez,34,MZ,1587151032,85,-13.13,39.0,69.64,4.03
559,berlin,50,DE,1587150507,46,52.52,13.41,59.0,6.93
560,batagay-alyta,61,RU,1587150843,76,67.8,130.41,-11.42,8.3
561,lavrentiya,100,RU,1587150925,97,65.58,-171.0,27.88,9.31
562,mamakan,52,RU,1587151032,87,57.82,114.0,22.14,5.48
563,katobu,8,ID,1587151033,89,-4.94,122.53,76.59,2.77
564,san angelo,90,US,1587151033,66,31.46,-100.44,50.0,14.99
565,vao,9,NC,1587151033,66,-22.67,167.48,74.37,7.29
